Title,Published_date,Views,Likes,Comments
Lahore Qalandars vs Peshawar Zalmi | 1st Inning Highlights | Match 11 | 28 Feb 2020 | HBL PSL 2020,2020-02-28T18:39:53Z,345267,4205,88
We caught up with Asim Azhar and Fahad Mustafa | HBL PSL 2020,2020-02-28T15:46:46Z,58851,2328,46
Multan Sultans vs Karachi Kings | Full Match Instant Highlights | Match 10 | 28 Feb | HBL PSL 2020,2020-02-28T15:15:00Z,1338556,16131,299
Multan Sultans vs Karachi Kings | 2nd Inning Highlights | Match 10 | 28 Feb 2020 | HBL PSL 2020,2020-02-28T14:37:12Z,334188,3974,62
Dean Jones Post Match Press Conference | Karachi Kings vs Multan Sultans | Match 10 | HBL PSL 2020,2020-02-28T14:15:25Z,25382,827,53
Multan Sultans vs Karachi Kings | 1st Inning Highlights | Match 10 | 28 Feb 2020 | HBL PSL 2020,2020-02-28T12:44:32Z,750177,8201,167
Ben Cutting Batting | Islamabad United Vs Quetta Gladiators | Match 9 | HBL PSL 2020,2020-02-28T09:00:07Z,76709,1367,31
Quetta Gladiators vs Islamabad United | Full Match Highlights | Match 9 | 27 Feb | HBL PSL 2020,2020-02-28T00:28:59Z,2322251,28961,829
Islamabad United vs Quetta Gladiators | Full Match Instant Highlights | Match 9 | 27 Feb | HBL PSL 5,2020-02-27T20:15:38Z,720672,9687,262
HBL PSL HAMARAY HEROES Powered By Inverex | Ep 6 | Marvia Malik,2020-02-27T18:55:53Z,8223,328,18
Sarfaraz Ahmed Post Match Press Conference | Quetta Gladiators Vs Islamabad United | HBL PSL 2020,2020-02-27T18:50:24Z,35153,819,36
Saeed Ajmal Post Match Press Conference | Quetta Gladiators Vs Islamabad United | HBL PSL 2020,2020-02-27T18:46:12Z,9930,160,7
Islamabad United vs Quetta Gladiators | 2nd Inning Highlights | Match 9 | 27 Feb 2020 | HBL PSL 2020,2020-02-27T18:38:46Z,462996,6708,255
Islamabad United vs Quetta Gladiators | 1st Inning Highlights | Match 9 | 27 Feb 2020 | HBL PSL 2020,2020-02-27T16:50:43Z,623645,7173,142
Pindi Ki Awam Tayyar Hai | Reactions Of Fans Ahead Of The First HBL PSL V | Match In Rawalpindi,2020-02-27T12:50:59Z,18586,1153,61
Imad Wasim Pre Match Press Conference | Karachi Kings Vs Multan Sultans | Match 10 | HBL PSL 2020,2020-02-27T11:06:20Z,23353,791,49
Rilee Rossouw Match Winning Batting | Multan Sultans vs Peshawar Zalmi | Match 8 | HBP PSL 2020,2020-02-27T11:00:01Z,13968,297,10
HBL PSL HAMARAY HEROES Powered By Inverex | Ep 5 | Samar Khan,2020-02-27T09:46:15Z,6710,256,19
Sohail Tanvir Best Bowling Ever in PSL 5 | Peshawar Zalmi vs Multan Sultans | Match 8 | HBL PSL 2020,2020-02-27T09:00:10Z,12833,176,3
Khushdil Shah Match Winning Knock | Peshawar Zalmi vs Multan Sultans | Match 8 | HBL PSL 2020,2020-02-27T07:00:02Z,121373,1841,47
Play of the Day with Mohammad Ilyas,2020-02-27T06:35:12Z,13710,306,13
Haider Ali Brilliant Batting | Peshawar Zalmi vs Multan Sultans | Match 8 | HBL PSL 2020 | MA2,2020-02-27T05:00:00Z,845498,12309,340
Peshawar Zalmi vs Multan Sultans | Full Match Highlights | Match 8 | 26 Feb | HBL PSL 2020,2020-02-26T20:50:01Z,960778,12453,439
Peshawar Zalmi vs Multan Sultans | Full Match Instant Highlights | Match 8 | 26 Feb | HBL PSL 2020,2020-02-26T19:28:32Z,1683048,20394,541
Khushdil Shah Post Match Press Conference | Peshawar Zalmi vs Multan Sultans | HBL PSL 2020,2020-02-26T18:40:18Z,20870,832,37
Haider Ali Post Match Press Conference | Peshawar Zalmi vs Multan Sultans | HBL PSL 2020,2020-02-26T18:21:56Z,103215,2660,88
Peshawar Zalmi vs Multan Sultans | 2nd Inning Highlights | Match 8 | 26 Feb 2020 | HBL PSL 2020,2020-02-26T18:14:53Z,478272,6025,137
Thank You Multan | HBL PSL 2020,2020-02-26T17:13:07Z,20407,1207,66
Peshawar Zalmi vs Multan Sultans | 1st Inning Highlights | Match 8 | 26 Feb 2020 | HBL PSL 2020,2020-02-26T17:07:28Z,984182,12391,273
Saeed Ajmal Pre Match Press Conference | Islamabad United vs Quetta Gladiators | HBL PSL 2020,2020-02-26T14:17:11Z,9354,179,3
Watch as Ali Tareen convinces Javed Afridi to make sure Kami bhai takes it easy | HBL PSL 2020,2020-02-25T20:49:17Z,712180,21886,726
Shan Masood Pre Match Press Conference | Multan Sultan vs Peshawar Zalmi | HBL PSL 2020,2020-02-25T17:27:49Z,28635,783,48
Amir Khan Pre Match Press Conference | Multan Sultan vs Peshawar Zalmi | HBL PSL 2020,2020-02-25T17:19:55Z,26016,678,45
HBL PSL HAMARAY HEROES Powered By Inverex | Ep 4 | Naseem Hameed,2020-02-25T17:07:23Z,10312,435,33
HBL PSL Films - The Last Stand | Islamabad United vs Lahore Qalandars,2020-02-25T15:33:56Z,76325,2536,108
Most Thrilling Last Over In PSL History | Lahore Qalandars vs Islamabad United | Match 7 | HBL PSL 5,2020-02-25T11:00:09Z,153302,1668,69
Guess The Stars Part One | HBL PSL Stars Try To Guess Pakistani Celebrities | Shahid Afridi | MA1,2020-02-25T08:47:32Z,3241444,95271,2113
Islamabad United Best Powerplay Batting In PSL 2020 | Match 5 | Islamabad United Vs Multan Sultans,2020-02-25T07:00:01Z,18449,270,14
Shadab Khan Batting Highlights | Lahore Qalandars vs Islamabad United | HBL PSL 5 2020,2020-02-24T18:00:11Z,167772,2186,48
HBL PSL HAMARAY HEROES Powered By Inverex | Ep 3 | Shahmeer Amir,2020-02-24T16:46:39Z,18619,719,41
Lahore vs Islamabad Fall Of Wickets | Lahore Qalandars vs Islamabad United | Match 7 | HBL PSL 2020,2020-02-24T16:00:10Z,34514,344,13
Islamabad Fall Of Wickets | Lahore Qalandars vs Islamabad United | Match 7 | HBL PSL 5 | 2020,2020-02-24T14:00:00Z,46738,461,24
Mohammad Hafeez Batting Highlights | Lahore Qalandars vs Islamabad United | HBL PSL 5 | 2020,2020-02-24T12:00:09Z,47712,757,12
HBL PSL Presents Guess the Dish | Foreign cricketers try to guess Pakistani foods! | HBL PSL 2020,2020-02-24T11:16:08Z,2033517,62077,1082
Lahore Fall Of Wickets | Lahore Qalandars vs Islamabad United | Match 7 | HBL PSL 5 | 2020,2020-02-24T10:00:04Z,16072,211,7
Quetta Fall Of Wickets | Karachi Kings vs Quetta Gladiators | Match 6 | HBL PSL 5 | 2020,2020-02-24T08:00:04Z,14603,170,16
Mohammad Hasnain Bowling Highlights | Quetta Gladiators vs Karachi Kings | HBL PSL 5 2020,2020-02-24T07:00:01Z,16039,226,16
Karachi vs Quetta Fall Of Wickets | Karachi Kings vs Quetta Gladiators | Match 6 | HBL PSL 5 | 2020,2020-02-24T06:00:04Z,28635,433,19
Shaheen Shah Afridi Bowling Highlights | Lahore Qalandars vs Islamabad United | HBL PSL 5 2020,2020-02-24T04:00:02Z,66543,943,48
Karachi Fall Of Wickets | Karachi Kings vs Quetta Gladiators | Match 6 | HBL PSL 5 | 2020,2020-02-24T04:00:02Z,7715,151,7
Lahore Qalandars vs Islamabad United | Full Match Highlights | Match 7 | 23 Feb 2020 | HBL PSL 2020,2020-02-23T19:54:22Z,2574542,31974,1374
Ahmed Safi Post Match Press Conference | Lahore Qalandars vs Islamabad United | HBL PSL 2020,2020-02-23T19:18:04Z,13046,325,39
Lahore Qalandars vs Islamabad United | 2nd Inning Highlights | Match 7 | 23 Feb 2020 | HBL PSL 2020,2020-02-23T19:15:34Z,387846,4522,229
Sohail Akhtar Post Match Press Conference | Lahore Qalandars vs Islamabad United | HBL PSL 2020,2020-02-23T18:44:58Z,67562,1640,86
HBL PSL HAMARAY HEROES Powered By Inverex | Ep 2 | Inam Butt,2020-02-23T16:47:39Z,7378,411,38
Lahore Qalandars vs Islamabad United | 1st Inning Highlights | Match 7 | 23 Feb 2020 | HBL PSL 2020,2020-02-23T16:37:24Z,403719,4333,112
Karachi Kings vs Quetta Gladiators | Full Match Highlights | Match 6 | 23 Feb 2020 | HBL PSL 2020,2020-02-23T15:00:18Z,1929064,22999,692
Chris Jordan Post Match Press Conference | Quetta Gladiators vs Karachi Kings | HBL PSL 2020,2020-02-23T14:09:56Z,6363,178,5
Sarfaraz Ahmed Post Match Press Conference | Quetta Gladiators vs Karachi Kings | HBL PSL 2020,2020-02-23T13:57:14Z,26119,747,39
Karachi Kings vs Quetta Gladiators| 2nd Inning Highlights | Match 6 | 23 Feb 2020 | HBL PSL 2020,2020-02-23T13:54:57Z,521347,6890,173
Karachi Kings vs Quetta Gladiators | 1st Inning Highlights | Match 6 | 23 Feb 2020 | HBL PSL 2020,2020-02-23T12:18:16Z,489771,5339,105
Zeeshan Ashraf 50 Highlights | Multan Sultans vs Islamabad United | Match 5 | HBL PSL 5 | 2020,2020-02-23T09:30:00Z,63494,920,46
Luke Ronchi Batting Highlights | Multan Sultans vs Islamabad United | Match 5 | HBL PSL 5 | 2020,2020-02-23T09:00:11Z,13056,209,3
Multan vs Islamabad Fall Of Wickets | Multan Sultans vs Islamabad United | Match 5 |HBL PSL 5 | 2020,2020-02-23T08:30:00Z,7480,107,8
Multan Fall Of Wickets | Multan Sultans vs Islamabad United | Match 5 | HBL PSL 5 | 2020,2020-02-23T08:00:06Z,11097,157,10
James Vince Batting Highlights | Multan Sultans vs Islamabad United | Match 5 | HBL PSL 5 | 2020,2020-02-23T07:30:00Z,9508,193,10
Colin Munro 50 Highlights | Multan Sultans vs Islamabad United | Match 5 | HBL PSL 5 | 2020,2020-02-23T07:00:02Z,23606,418,20
Sarfaraz Ahmed Batting Highlights | Quetta Gladiators vs Peshawar Zalmi | Match 4 | HBL PSL 5 | 2020,2020-02-23T06:30:02Z,40725,735,20
Quetta vs Peshawar Fall Of Wickets | Quetta Gladiators vs Peshawar Zalmi | Match 4 |HBL PSL 5 | 2020,2020-02-23T06:00:03Z,13567,189,9
Quetta Fall Of Wickets | Quetta Gladiators vs Peshawar Zalmi | Match 4 | HBL PSL 5 | 2020,2020-02-23T05:30:00Z,5139,108,22
Peshawar Fall Of Wickets | Quetta Gladiators vs Peshawar Zalmi | Match 4 | HBL PSL 5 | 2020,2020-02-23T05:00:00Z,10290,246,35
J Roy Batting Highlights | Quetta Gladiators vs Peshawar Zalmi | Match 4 | HBL PSL 5 | 2020,2020-02-23T04:00:01Z,31105,563,30
Kamran Akmal Century Highlights | Quetta Gladiators vs Peshawar Zalmi | Match 4 | HBL PSL 5 | 2020,2020-02-22T22:36:33Z,246998,2771,124
PCB is Supporting Government's Anti Drug Campaign | Say No To Drugs | 22 Feb 2020 | HBL PSL 2020,2020-02-22T21:26:54Z,7453,238,14
Multan Sultans vs Islamabad United | Full Match Highlights | Match 5 | 22 Feb 2020 | HBL PSL 2020,2020-02-22T20:44:29Z,1991247,21429,437
Multan Sultans vs Islamabad United | 2nd Inning Highlights | Match 5 | 22 Feb 2020 | HBL PSL 2020,2020-02-22T18:13:51Z,227126,2754,66
Amad Butt Post Match Press Conference | Islamabad United vs Multan Sultans | HBL PSL 2020,2020-02-22T18:05:52Z,8568,197,10
Zeeshan Ashraf Post Match Press Conference | Islamabad United vs Multan Sultans | HBL PSL 2020,2020-02-22T18:02:26Z,11247,288,19
Multan Sultans vs Islamabad United | 1st Inning Highlights | Match 5 | 22 Feb 2020 | HBL PSL 2020,2020-02-22T16:39:44Z,283875,3191,75
Quetta Gladiators vs Peshawar Zalmi | Full Match Highlights | Match 4 | 22 Feb 2020 | HBL PSL 2020,2020-02-22T14:29:32Z,1917411,24007,712
Kamran Akmal Post Match Press Conference | Quetta Gladiators vs Peshawar Zalmi | HBL PSL 2020,2020-02-22T14:20:58Z,157703,4687,339
Fawad Ahmed Post Match Press Conference | Quetta Gladiators vs Peshawar Zalmi | HBL PSL 2020,2020-02-22T14:12:25Z,6787,197,18
HBL PSL HAMARAY HEROES Powered By Inverex | Ep 1 | Muhammad Yousuf,2020-02-22T14:06:55Z,5714,315,32
Quetta Gladiators vs Peshawar Zalmi | 2nd Inning Highlights | Match 4 | 22 Feb 2020 | HBL PSL 2020,2020-02-22T13:39:33Z,523628,7972,224
Quetta Gladiators vs Peshawar Zalmi | 1st Inning Highlights | Match 4 | 22 Feb 2020 | HBL PSL 2020,2020-02-22T12:09:32Z,284453,4093,48
Fakhar and Chris Put up a Show | Lahore Qalandars vs Multan Sultans | Match 3 | HBL PSL 2020,2020-02-22T10:00:13Z,14555,267,14
Fakhar Saved from a Mishap | Lahore Qalandars vs Multan Sultans | Match 3 | HBL PSL 5 | 2020,2020-02-22T09:30:00Z,9773,113,6
Multan Fall Of Wickets | Lahore Qalandars vs Multan Sultan | Match 3 | HBL PSL 5 | 2020,2020-02-22T09:00:20Z,4730,101,13
Lahore Fall Of Wickets | Lahore Qalandars vs Multan Sultan | Match 3 | HBL PSL 5 | 2020,2020-02-22T08:30:00Z,6598,103,14
Lahore Vs Multan Fall Of Wickets | Lahore Qalandars vs Multan Sultan | Match 3 | HBL PSL 5 | 2020,2020-02-22T08:00:01Z,7477,127,19
Shahid Afridi Winning Knock | Lahore Qalandars vs Multan Sultans | Match 3 | HBL PSL 5 | 2020,2020-02-22T07:30:00Z,709494,6280,150
Kamran Akmal Magical Batting | Karachi Kings vs Peshawar Zalmi | Match 2 | HBL PSL 5 | 2020,2020-02-22T07:16:04Z,41615,435,17
Karachi Fall Of Wickets | Karachi Kings vs Peshawar Zalmi | Match 2 | HBL PSL 5 | 2020,2020-02-22T07:00:06Z,32175,195,5
Imad Wasim Batting Highlights | Karachi Kings vs Peshawar Zalmi | Match 2 | HBL PSL 5 | 2020,2020-02-22T06:30:01Z,34669,697,49
Liam Livingstone Breath Taking Shots | Karachi Kings vs Peshawar Zalmi | Match 2 | HBL PSL 5 | 2020,2020-02-22T06:00:05Z,88289,2016,20
Peshawar Fall Of Wickets | Karachi Kings vs Peshawar Zalmi | Match 2 | HBL PSL 5 | 2020,2020-02-22T05:00:12Z,14869,400,28
Karachi vs Peshawar Fall Of Wickets | Karachi Kings vs Peshawar Zalmi | Match 2 | HBL PSL 5 | 2020,2020-02-22T04:30:00Z,32867,371,17
Daren Sammy Batting Highlights | Karachi Kings vs Peshawar Zalmi | Match 2 | HBL PSL 5 | 2020 | MA2,2020-02-22T04:00:04Z,6739657,58629,870
Mohammad Hafeez Post Match Press Conference | Lahore Qalandars vs Multan Sultans | HBL PSL 2020,2020-02-21T20:09:31Z,22009,578,36
Moen Ali Post Match Press Conference | Lahore Qalandars vs Multan Sultans | HBL PSL 2020,2020-02-21T20:07:14Z,26189,711,20
Babar Azam Blasting 78 Runs | Karachi Kings vs Peshawar Zalmi | Match 2 | HBL PSL 2020,2020-02-21T20:02:57Z,132399,2825,108
Lahore Qalandars vs Multan Sultans | Full Match Highlights | Match 3 | 21 Feb 2020 | HBL PSL 2020,2020-02-21T19:51:11Z,3504777,39945,1062
Lahore Qalandars vs Multan Sultans | 2nd Inning Highlights | Match 3 | 21 Feb 2020 | HBL PSL 2020,2020-02-21T19:11:11Z,428643,5673,160
Lahore Qalandars vs Multan Sultans | 1st Inning Highlights | Match 3 | 21 Feb 2020 | HBL PSL 2020,2020-02-21T17:41:31Z,270010,3523,79
Karachi Kings vs Peshawar Zalmi | Full Match Highlights | Match 2 | 21 Feb 2020 | HBL PSL 2020 | MA2,2020-02-21T16:21:27Z,3084027,37497,1126
Karachi Kings vs Peshawar Zalmi | 2nd Inning Highlights | Match 2 | 21 Feb 2020 | HBL PSL 2020,2020-02-21T15:56:39Z,257074,3789,114
Post Match Press Conference | Karachi Kings vs Peshawar Zalmi | HBL PSL 2020,2020-02-21T15:29:21Z,38350,1211,71
Post Match Press Conference | Karachi Kings vs Peshawar Zalmi | HBL PSL 2020,2020-02-21T15:17:00Z,8359,269,11
Karachi Kings vs Peshawar Zalmi | 1st Inning Highlights | Match 2 | 21 Feb 2020 | HBL PSL 2020,2020-02-21T13:57:22Z,1015545,16382,506
HBL PSL V Play of the Day | Azam Khan | #QGvIU | HBL PSL 2020,2020-02-21T10:46:30Z,20854,470,15
Quetta Fall Of Wickets | Quetta Gladiators vs Islamabad United | Match 1 | HBL PSL 5 | 2020,2020-02-21T08:00:14Z,33424,372,26
Islamabad Fall Of Wickets | Quetta Gladiators vs Islamabad United | Match 1 | HBL PSL 5 | 2020,2020-02-21T07:30:02Z,6744,144,21
Dawid Malan 64 goes in vain | Quetta Gladiators vs Islamabad United | Match 1 | HBL PSL 5 | 2020,2020-02-21T07:00:01Z,9854,254,5
Thrilling Finish By Ben Cutting | Quetta Gladiators vs Islamabad United | Match 1 | HBL PSL 5 | 2020,2020-02-21T06:30:01Z,28644,571,13
Mohammad Musa Best Bowling | Quetta Gladiators vs Islamabad United | Match 1 | HBL PSL 5 | 2020,2020-02-21T06:00:03Z,33373,552,17
Azam Khan Smashing 59 Runs | Quetta Gladiators vs Islamabad United | Match 1 | HBL PSL 5 | 2020,2020-02-21T05:30:00Z,510145,5387,202
Mohammad Hasnain Best Bowling | Quetta Gladiators vs Islamabad United | Match 1 | HBL PSL 5 | 2020,2020-02-21T05:00:02Z,26673,461,26
Quetta Gladiators vs Islamabad United | Full Match Highlights | Match 1 | 20 Feb 2020 | HBL PSL 2020,2020-02-20T23:45:12Z,2558135,35718,1143
Quetta Gladiators vs Islamabad United | 2nd Inning Highlights | Match 1 | 20 Feb 2020 | HBL PSL 2020,2020-02-20T23:12:58Z,385799,5356,100
LIVE - Post Match Press Conference | Quetta Gladiators vs Islamabad United | HBL PSL 2020,2020-02-20T21:16:21Z,179566,3411,184
LIVE - Post Match Press Conference | Quetta Gladiators vs Islamabad United | HBL PSL 2020,2020-02-20T21:06:32Z,64203,1044,22
Quetta Gladiators vs Islamabad United | 1st Inning Highlights | Match 1 | 20 Feb 2020 | HBL PSL 2020,2020-02-20T19:45:11Z,624678,9939,290
LIVE - Daren Sammy Press conference |  HBL Pakistan Super League 2020,2020-02-20T09:18:38Z,81669,2124,76
LIVE - Imad Wasim Press conference |  HBL Pakistan Super League 2020,2020-02-20T08:41:50Z,52288,1246,37
HBL Pakistan Super League 2020 Trophy Unveiling Ceremony,2020-02-20T05:40:40Z,58639,2458,144
Multan Sultans players' photo-shoot | BTS | HBL Pakistan Super League,2020-02-19T17:02:31Z,50467,1424,34
LIVE - Jahangir Khan Press Conference | HBL Pakistan Super League 2020 Trophy Unveiling Ceremony,2020-02-19T16:53:34Z,17024,514,25
Lahore Qalandars players' photo-shoot | BTS | HBL Pakistan Super League,2020-02-19T16:52:03Z,33138,1391,41
"Lahore Qalandars Media Day at Gaddafi Stadium, Lahore | HBL Pakistan Super League 2020",2020-02-18T18:18:12Z,205574,4779,342
HBL PSL Baithak | Episode 6 with Sameen Rana | Zainab Abbas,2020-02-17T17:46:16Z,33536,1358,72
Peshawar Zalmi players' photo-shoot | BTS,2020-02-17T15:17:45Z,70018,2244,14
Quetta Gladiators Media Day In Karachi | Media Day | HBL Pakistan Super League 2020,2020-02-17T11:13:46Z,362781,8539,105
Islamabad United Media Day in Karachi | HBL Pakistan Super League 2020,2020-02-17T11:10:41Z,239228,6303,50
HBL PSL Baithak | Episode 5 with Mohammad Akram | Zainab Abbas,2020-02-16T17:01:34Z,38260,1471,26
Karachi Kings Media Day in Karachi | HBL Pakistan Super League 2020,2020-02-16T09:58:37Z,490053,12027,135
Peshawar Zalmi Media Day in Karachi | HBL Pakistan Super League 2020,2020-02-16T09:58:34Z,378665,9842,92
HBL PSL Baithak | Episode 4 with Rehan ul Haq | Zainab Abbas,2020-02-15T11:42:56Z,34789,1325,30
Multan Sultans Meet The Lahore Press | Media Day | HBL Pakistan Super League 2020,2020-02-15T09:11:15Z,193235,5504,15
HBL PSL Baithak | Episode 3 with Ali Tareen | Zainab Abbas,2020-02-14T17:41:07Z,209057,6600,37
HBL PSL Baithak | Episode 2 with Nabeel Hashmi | Zainab Abbas,2020-02-13T12:34:29Z,49051,2095,13
HBL PSL Baithak | Episode 1 with Wasim Akram | Zainab Abbas,2020-02-11T14:02:44Z,203276,8457,325
Catch  #HBLPSLBaithak soon and keep following this space for all the #HBLPSLV updates!,2020-02-09T07:08:10Z,28356,1604,52
BTS | Tayyar Hain | #HBPSLV Official Anthem,2020-02-07T14:36:50Z,40882,2603,66
Get your tickets now!,2020-01-30T13:29:54Z,44508,1980,140
Tayyar Hain | Official Anthem | HBL Pakistan Super League 2020 | MA1,2020-01-28T15:51:45Z,8115529,154586,17764
25 Days to #HBLPSLV,2020-01-26T15:28:15Z,209321,9348,509
HBL PSL Draft 2019 Highlights,2019-12-13T10:24:49Z,90905,4579,131
Naveed Asghar Speech | HBL Pakistan Super League Draft 2019-20,2019-12-07T16:54:38Z,13074,426,20
Wasim Khan Speech | HBL Pakistan Super League Draft 2019-20,2019-12-07T16:54:35Z,9795,350,11
Ehsan Mani Speech | HBL Pakistan Super League Draft 2019-20,2019-12-07T16:54:32Z,13484,797,62
LIVE - HBL Pakistan Super League Draft 2019,2019-12-07T06:01:51Z,512118,11041,138
LIVE - HBL Pakistan Super League Draft 2019,2019-12-07T05:59:40Z,749005,14472,260
HBL Pakistan Super League Draft 2019 | Promo,2019-12-05T15:17:07Z,41224,2383,180
Shane Watson’s return to Pakistan on cards,2019-11-23T06:43:49Z,97490,8159,243
Check out this mix of 100 sixes from HBL PSL,2019-11-12T17:30:43Z,48020,2353,163
LIVE - HBL PSL  2020 Player Draft first round pick order event at Gaddafi Stadium Lahore,2019-11-03T14:47:18Z,355602,7489,424
HBL PSL local players category renewed for 2020 season,2019-10-25T14:13:54Z,63834,3479,231
Sikandar Raza and Fakhar e Alam visited a very special place,2019-05-29T06:00:30Z,33969,872,23
"Wasim Akram, Waqar Younis, Aqib Javed, and Younus Khan share their Sharjah Memories.",2019-05-18T07:53:52Z,27056,635,16
Sandeep Lamichhane discusses his cricket journey and time with Lahore Qalandars | PSL,2019-05-15T10:57:55Z,28284,1029,30
Rapid fire with magician Saeed Ajmal,2019-05-09T04:58:08Z,21150,639,21
"The voice of HBL PSL, Rameez Raja talks about Sharjah Cricket Stadium",2019-05-06T04:51:36Z,14728,460,16
Let's find out what Andre Fletcher likes about Lahore.,2019-05-03T04:57:50Z,13682,574,31
"Zainab Abbas and Erin Holland visit Pakistan pavilion in the Global Village, Dubai",2019-04-28T16:46:15Z,184438,4983,50
Hunting in pairs Ft. Wahab Riaz and Hasan Ali,2019-04-24T06:11:42Z,22551,834,56
"Meet the ""cricket dictator"" the contender of best dressed HBL PSL fan.",2019-04-19T04:28:41Z,44768,1373,51
Find out how today's Haris Rauf is different from Haris of 2017.,2019-04-15T04:44:42Z,35460,1113,27
What is Spidercam? | PSL,2019-04-11T06:21:56Z,26974,1216,29
"""The Colins"" of Karachi Kings talk about playing at the #HBLPSL and that memorable Sharjah century.",2019-04-03T08:48:52Z,22806,966,67
BTS | HBL PSL 2019 Opening Ceremony,2019-03-27T04:29:59Z,33040,937,62
Gladiators captain Sarfaraz Ahmed reflects on his team's journey to the HBL PSL 2019,2019-03-18T14:59:46Z,69392,2353,101
Chairman PCB Ehsan Mani & MD Wasim Khan Press Conference | Pakistan Super League,2019-03-18T13:53:09Z,36941,1214,98
Match 34: Final Full Match Highlights Peshawar Zalmi Vs Quetta Gladiators | HBL PSL 4 | HBL PSL 2019,2019-03-18T06:00:00Z,3483333,31884,1552
Captains Daren Sammy & Sarfaraz Ahmed visit the iconic Quaid's Mausoleum with PSL trophy,2019-03-16T14:36:34Z,217796,5735,455
Sarfaraz Ahmed press conference on the eve of Final at Karachi | HBL PSL 2019,2019-03-16T14:10:47Z,61676,1477,239
Darren Sammy press conference on the eve of Final at Karachi | HBL PSL 2019,2019-03-16T14:08:53Z,19897,516,76
Match 33: Eliminator 2 Full Match Highlights Peshawar Zalmi vs Islamabad United | HBL PSL 2019,2019-03-16T06:00:02Z,2250109,17614,537
Imam-ul-Haq Interview | 15 March | HBL PSL 2019,2019-03-15T20:11:56Z,73959,1596,82
Kieron Pollard Interview | 15 March | HBL PSL 2019,2019-03-15T20:10:54Z,44223,1218,61
Match 32: Eliminator 1 Full Match Highlights Karachi Kings Vs Islamabad United | HBL PSL 2019,2019-03-15T06:00:00Z,1129876,10375,335
Waqar Younis Interview | 14 March | HBL PSL 2019,2019-03-14T20:49:26Z,17039,405,14
Muhammad Musa Interview | 14 March | HBL PSL 2019,2019-03-14T20:48:07Z,24225,733,18
Match 32 - Post Match Press Conference: Karachi Kings Vs Islamabad United |,2019-03-14T19:23:39Z,19579,410,13
Match 32 - Post Match Press Conference: Karachi Kings Vs Islamabad United | Imad Wasim,2019-03-14T19:22:12Z,87531,1733,106
Match 31: 1st Qualifier Full Match Highlights Quetta Gladiators Vs Peshawar Zalmi | HBL PSL 2019,2019-03-14T06:00:07Z,1584719,14014,291
Abdul Razzaq Interview | 13 March | HBL PSL 2019,2019-03-13T20:22:47Z,14402,228,10
Dwayne Bravo Interview | 13 March | HBL PSL 2019,2019-03-13T20:19:45Z,18062,562,32
Rilee Rossouw Interview | 13 March | HBL PSL 2019,2019-03-13T20:17:29Z,17816,598,55
Match 31 - Post Match Press Conference: Quetta Gladiators Vs Peshawar Zalmi | Shane Watson,2019-03-13T19:52:09Z,70938,1734,175
Match 31 - Post Match Press Conference: Quetta Gladiators Vs Peshawar Zalmi | Tymal Mills,2019-03-13T19:52:09Z,6478,213,22
Match 30: Full Match Highlights Peshawar Zalmi Vs Karachi Kings | HBL PSL 4 | HBL PSL 2019,2019-03-12T06:00:01Z,2051037,15965,373
Match 29: Full Match Highlights Lahore Qalandars vs Multan Sultans | HBL PSL 4 | HBL PSL 2019,2019-03-12T00:00:01Z,479111,3659,131
Colin Ingram Interview | 11 March | HBL PSL 2019,2019-03-11T20:04:41Z,12447,434,20
Wahab Riaz Interview | 11 March | HBL PSL 2019,2019-03-11T20:03:04Z,16154,528,23
Imam-ul-Haq Interview | 11 March | HBL PSL 2019,2019-03-11T20:00:57Z,13938,375,33
Match 29 - Post Match Press Conference: Lahore Qalandars Vs Multan Sultans | Shahid Afridi,2019-03-11T14:01:22Z,627027,12047,931
Match 29 - Post Match Press Conference: Lahore Qalandars Vs Multan Sultans | Fakhar Zaman,2019-03-11T13:59:46Z,37095,591,37
Match 28: Full Match Highlights Karachi Kings vs Quetta Gladiators | HBL PSL 4 | HBL PSL 2019,2019-03-11T06:00:02Z,2022359,21017,774
Wasim Akram Interview | 10 March | HBL PSL 2019,2019-03-10T19:59:33Z,51338,1307,42
Umer Khan Interview | 10 March | HBL PSL 2019,2019-03-10T19:57:30Z,20858,621,26
Match 28 - Post Match Press Conference: Karachi Kings Vs Quetta Gladiators | Usman Shinwari,2019-03-10T19:16:11Z,32229,906,72
Match 28 - Post Match Press Conference: Karachi Kings Vs Quetta Gladiators | Sarfraz Ahmed,2019-03-10T19:15:41Z,78620,1582,93
Match 27: Full Match Highlights Lahore Qalandars vs Islamabad United | HBL PSL 4 | HBL PSL 2019,2019-03-10T06:00:02Z,971852,9524,318
Ali Naqvi Interview | 09 March | HBL PSL 2019,2019-03-09T19:43:56Z,10651,289,13
Match 27 - Post Match Press Conference: Lahore Qalandars Vs Islamabad United | Sohail Akhtar,2019-03-09T19:17:24Z,17956,522,32
Match 27 - Post Match Press Conference: Lahore Qalandars Vs Islamabad United | Cameron Delport,2019-03-09T19:13:38Z,7111,282,22
Islamabad United and Lahore Qalandars press conference at National Stadium Karachi | HBL PSL 2019,2019-03-08T13:40:48Z,67626,1343,160
SIR Viv Richards Interview | 05 March | HBL PSL 2019,2019-03-06T14:44:05Z,15934,352,12
Nadeem Omar Interview | 05 March | HBL PSL 2019,2019-03-06T14:42:08Z,4518,100,2
